id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parkingSpaceCount_indoor,parkingSpaceCount_outdoor,condition_isNewlyBuilt
6771007,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6771008,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6771009,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6771011,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6771012,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6771014,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6771015,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6771016,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6771019,apartment unit,penthouse unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6771021,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6771022,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6771023,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6771024,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6771025,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6771028,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6771029,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6771030,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6771031,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6771038,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6771095,house,house,no price,for sale,8792,m,,,,,,3,333,,,,,,,,,
6771096,house,house,no price,for sale,8792,m,,,,,,3,257,,,,,,,,,
6771238,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,,,,,,
6771239,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,,,,,,
6771240,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,,,,,,
6771241,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,,,,,,
6771242,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,,,,,,
6771243,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,,,,,,
6771244,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,,,,,,
6771245,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,,,,,,
6771246,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,,,,,,
6771247,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,,,,,,
6771248,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,,,,,,
6771249,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,,,,,,
6771250,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,1,,,,,,,,,,
6771252,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,,,,,,
6771253,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,,,,,,
6771254,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,,,,,,
6771255,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6777475,house,house,no price,for sale,9090,m,,1951,to be done up,gas,540,3,520,,,,,,,,,
6779704,apartment,apartment,no price,for sale,8400,l,installed,1965,as new,,179,2,,,,,true,,,,,
6782325,house,house,no price,for sale,4620,l,,,,,507,2,0,,,,,,,,,
6784362,apartment,duplex,no price,for sale,8460,m,installed,2002,good,,152,2,,,,,true,,,,,
6788750,house,town house,no price,for sale,9470,m,installed,1983,as new,gas,183,3,124,,,,true,,,,,
6790460,house,house,no price,for sale,1360,m,,,,,,3,208,,,,,,,,,
6791422,house group,house group,341500 - 356500,for sale,8500,m,,,,,,,,,,,,,,,,1
6792221,house group,house group,475000 - 475000,for sale,1300,xl,,,,,,,,,,,,,,,,1
6792641,house,house,no price,for sale,3550,l,installed,1956,to be done up,fueloil,612,4,965,,true,535,,,,,,
6792990,office,offices,160000,for sale,1000,m,,,good,gas,,,0,,,,,,,,,
6793550,house,house,no price,for sale,4032,l,,,,,316,4,0,,,,,,,,,
6795341,garage,outdoor parking space,no price,for sale,8400,m,,2015,,,,,,,,,,,,,,
6795342,garage,outdoor parking space,no price,for sale,8400,m,,2015,,,,,,,,,,,,,,
6795343,garage,outdoor parking space,no price,for sale,8400,m,,2015,,,,,,,,,,,,,,
6795344,garage,outdoor parking space,no price,for sale,8400,m,,2015,,,,,,,,,,,,,,
6795345,garage,outdoor parking space,no price,for sale,8400,m,,2015,,,,,,,,,,,,,,
6795346,garage,outdoor parking space,no price,for sale,8400,m,,2015,,,,,,,,,,,,,,
6795347,garage,outdoor parking space,no price,for sale,8400,m,,2015,,,,,,,,,,,,,,
6795348,garage,outdoor parking space,no price,for sale,8400,m,,2015,,,,,,,,,,,,,,
6799537,industry,industrial premises,no price,for sale,9100,xl,,,,,,,284,,,,,,,,,
6802340,apartment,apartment,no price,for sale,9000,xl,installed,,,,,2,,,,57,,,,,,
6802346,apartment,apartment,no price,for sale,9000,xl,installed,,,,,2,,,,,true,,,,,
6803600,land,building land,no price,for sale,4257,l,,,,,,,1121,,,,,,,,,
6805671,house,house,no price,for sale,3550,l,installed,1975,good,gas,636,3,1043,,true,700,,,,,,
6805994,house,mixed use building,219000,for sale,7700,m,installed,,good,gas,680,2,234,true,,,true,,,,,
6806382,house,villa,no price,for sale,8020,xl,,2017,,,,4,416,,,,,,,,,
6806384,house,house,no price,for sale,8000,xl,,1965,,,620,3,231,,,,,,,,,
6809764,house,house,no price,for sale,8400,m,not installed,1952,to be done up,gas,466,3,88,,,,true,,,,,
6811991,house unit,house unit,no price,for sale,6140,m,,,,,126,3,371,,,,,,,,,
6812073,house,villa,no price,for sale,4690,l,,2006,good,,177,4,664,,,,true,,,,,
6813907,land,building land,90000,for sale,3740,m,,,,,,,422,,,,,,,,,
6818073,land,building land,124621,for sale,8480,xl,,,,,,,649,,,,,,,,,
6819296,house group,house group,231584 - 231584,for sale,8670,xl,,,,,,,,,,,,,,,,1
6819297,land unit,building land unit,no price,for sale,8670,xl,,,,,,,544,,,,,,,,,
6819298,land unit,building land unit,231584,for sale,8670,xl,,,,,,,548,,,,,,,,,
6819299,land unit,building land unit,no price,for sale,8670,xl,,,,,,,924,,,,,,,,,
6819573,house group,house group,183750 - 191000,for sale,9990,xl,,,,,,,,,,,,,,,,1
6819574,land unit,building land unit,191000,for sale,9990,xl,,,,,,,764,,,,,,,,,
6819575,land unit,building land unit,183750,for sale,9990,xl,,,,,,,738,,,,,,,,,
6819596,house group,house group,127250 - 135000,for sale,9990,xl,,,,,,,,,,,,,,,,1
6819597,land unit,building land unit,135000,for sale,9990,xl,,,,,,,485,,,,,,,,,
6819598,land unit,building land unit,127250,for sale,9990,xl,,,,,,,490,,,,,,,,,
6825220,apartment,duplex,no price,for sale,2110,l,,2017,as new,,,2,,,,,,,,,,
6825221,apartment,penthouse,1650000,for sale,2110,l,,2017,,,,3,,,,,,,,,,
6827871,house,house,no price,for sale,3520,xl,installed,2022,as new,gas,,3,320,,,320,,,,,,
6827875,house,house,386865,for sale,3520,xl,installed,2022,,gas,,3,406,,,406,,true,,,,1
6834354,commercial,business,375000,for sale,8400,xl,,1968,,gas,385,,0,,true,,,,,,,
6836385,apartment,apartment,no price,for sale,4000,xl,,,as new,gas,155,1,,,true,,,,,,,
6841239,house,villa,no price,for sale,2860,xl,,,as new,gas,,3,1649,,true,,,,,,,
6841278,industry,industrial premises,no price,for sale,9100,xl,,,,,,,167,,,,,,,,,
6843599,house,villa,no price,for sale,1500,xl,,,,,706,3,500,,true,,true,,,,,
6844870,apartment,apartment,160000,for sale,8550,m,,1992,as new,,194,2,,,,,,,,,,
6844903,house,mansion,no price,for sale,4683,l,,,to be done up,,441,6,631,,,,true,,,,,
6853155,house,house,no price,for sale,3550,l,installed,1966,good,fueloil,880,3,785,,true,545,true,true,,,,
6855719,house,farmhouse,1195000,for sale,3583,l,,,as new,,128,5,60000,,,,,,,,,
6856581,house,villa,no price,for sale,2970,l,,1974,to be done up,,495,3,2272,,,,,,,,,
6857353,house,house,no price,for sale,3840,xl,installed,2022,,gas,,3,420,,,,,,,,,
6857371,house,house,330435,for sale,3840,xl,installed,2022,,gas,,3,344,,,,,,,,,1
6857390,house,house,no price,for sale,3840,xl,installed,2022,,gas,,3,993,true,,,,,,,,
6857391,house,house,291211,for sale,3840,xl,installed,2022,,gas,,3,341,,,,,,,,,1
6857392,house,house,292711,for sale,3840,xl,installed,2022,,gas,,3,341,,,,,,,,,1
6857393,house,house,305796,for sale,3840,xl,installed,2023,,gas,,3,341,true,,,,,,,,1
6857395,house,house,289211,for sale,3840,xl,installed,2022,,gas,,3,341,,,,,,,,,1
6857396,house,house,289211,for sale,3840,xl,installed,2022,,gas,,3,341,,,,,,,,,1
6857400,house,house,no price,for sale,3582,xl,installed,2022,,gas,,3,362,,,362,,,,,,
6857401,house,house,289673,for sale,3582,xl,installed,2022,,gas,,3,368,true,,368,,,,,,1
6857403,house,house,no price,for sale,3582,xl,installed,2022,,gas,,3,410,true,,410,,,,,,
6857504,apartment,apartment,no price,for sale,8400,m,not installed,1961,to be done up,,111,2,,,,,true,,,,,
6857668,house,house,no price,for sale,3582,xl,installed,2022,,gas,,3,453,true,,453,,,,,,
6857669,house,house,305022,for sale,3582,xl,installed,2022,,gas,,3,381,true,,381,,,,,,1
6857671,house,house,no price,for sale,3582,xl,installed,2022,,gas,,3,387,true,,387,,,,,,
6857672,house,house,no price,for sale,3582,xl,installed,2022,,gas,,3,495,true,,495,,,,,,
6858137,house,house,335811,for sale,3520,xl,installed,2022,,gas,,3,454,,,454,,,,,,1
6858145,house,house,390099,for sale,3520,xl,installed,2022,,gas,,3,462,,,462,,,,,,1
6859199,house unit,house unit,no price,for sale,5523,m,,,,,119,3,431,,,,,,,,,
6859200,house unit,house unit,no price,for sale,5523,m,,,,,105,3,698,,,,,,,,,
6859201,house unit,house unit,no price,for sale,5523,m,,,,,96,4,751,,,,,,,,,
6859202,land unit,building land unit,no price,for sale,5523,m,,,,,,,1017,,,,,,,,,
6859203,land unit,building land unit,no price,for sale,5523,m,,,,,122,,1280,,,,,,,,,
6859611,house unit,house unit,no price,for sale,5523,m,,,,,121,3,431,,,,,,,,,
6859613,house unit,house unit,no price,for sale,5523,m,,,,,,3,761,,,,,,,,,
6860971,house,house,no price,for sale,9090,m,installed,1998,good,gas,231,3,0,,,,,,,,,
6861781,apartment,apartment,no price,for sale,8400,xl,semi equipped,2010,,gas,119,1,,,,,,,,,,
6862076,house,villa,no price,for sale,4130,l,,,,,367,3,0,,,,,,,,,
6862312,apartment,apartment,no price,for sale,8670,m,hyper equipped,1997,good,electric,435,2,,,true,,true,,,,,
6863659,house,house,no price,for sale,4610,l,,,,,415,3,0,,,,,,,,,
6864785,land,land,250000,for sale,4000,xl,,,,,,,2034,,,,,,,,,
6864982,land unit,building land unit,no price,for sale,4219,m,,,,,105,,999,,,,,,,,,
6865087,house unit,house unit,no price,for sale,6140,m,,,,,120,3,526,,,433,,,,,,
6865088,house unit,house unit,no price,for sale,6140,m,,,,,98,3,296,,,,,,,,,
6865089,house unit,house unit,no price,for sale,6140,m,,,,,100,3,621,,,,,,,,,
6865090,house unit,house unit,no price,for sale,6140,m,,,,,102,3,397,,,,,,,,,
6865091,house unit,house unit,no price,for sale,6140,m,,,,,100,3,435,,,,,,,,,
6865092,house unit,house unit,no price,for sale,6140,m,,,,,103,3,365,,,,,,,,,
6865093,land unit,building land unit,no price,for sale,6140,m,,,,,97,,768,,,,,,,,,
6865094,house unit,house unit,no price,for sale,6140,m,,,,,114,3,304,,,218,,,,,,
6865095,land unit,building land unit,no price,for sale,6140,m,,,,,116,,675,,,,,,,,,
6865096,land unit,building land unit,no price,for sale,6140,m,,,,,99,,750,,,,,,,,,
6865097,land unit,building land unit,no price,for sale,6140,m,,,,,100,,870,,,,,,,,,
6865098,land unit,building land unit,no price,for sale,6140,m,,,,,,,693,,,,,,,,,
6865122,land unit,building land unit,no price,for sale,4257,m,,,,,97,,1036,,,,,,,,,
6865123,land unit,building land unit,no price,for sale,4257,m,,,,,121,,619,,,,,,,,,
6865124,house unit,house unit,no price,for sale,4257,m,,,,,117,3,638,,,,,,,,,
6865125,land unit,building land unit,no price,for sale,4257,m,,,,,110,,716,,,,,,,,,
6865233,house unit,house unit,no price,for sale,4140,m,,,,,111,4,590,,,,,,,,,
6865234,land unit,building land unit,no price,for sale,4140,m,,,,,90,,881,,,,,,,,,
6865235,land unit,building land unit,no price,for sale,4140,m,,,,,,,476,,,,,,,,,
6865236,land unit,building land unit,no price,for sale,4140,m,,,,,105,,503,,,,,,,,,
6865237,house unit,house unit,no price,for sale,4140,m,,,,,105,3,577,,,,,,,,,
6865238,land unit,building land unit,no price,for sale,4140,m,,,,,100,,414,,,,,,,,,
6865239,land unit,building land unit,no price,for sale,4140,m,,,,,99,,937,,,,,,,,,
6865240,land unit,building land unit,no price,for sale,4140,m,,,,,117,,917,,,,,,,,,
6865241,land unit,building land unit,no price,for sale,4140,m,,,,,60,,863,,,,,,,,,
6865242,house unit,house unit,no price,for sale,4140,m,,,,,98,3,302,,,,,,,,,
6865244,land unit,building land unit,no price,for sale,4140,m,,,,,,,1008,,,,,,,,,
6866957,house unit,house unit,no price,for sale,4140,m,,,,,110,2,470,,,,,,,,,
6866959,house unit,house unit,no price,for sale,4140,m,,,,,102,2,625,,,,,,,,,
6867087,house unit,house unit,no price,for sale,1300,xl,,,,,,4,827,,,,,,,,,
6867088,house unit,house unit,no price,for sale,1300,xl,,,,,,3,398,,,,,,,,,
6867089,house unit,house unit,no price,for sale,1300,xl,,,,,,4,433,,,,,,,,,
6867090,house unit,house unit,no price,for sale,1300,xl,,,,,,4,454,,,,,,,,,
6867192,land,building land,no price,for sale,9660,xl,,,,,,,1348,,,,,,,,,
6868554,house unit,house unit,no price,for sale,4219,m,,,,,116,2,1182,,,,,,,,,
6870076,house,house,no price,for sale,9090,m,,,good,gas,214,3,320,,,,,,,,,
6870448,house,house,no price,for sale,3790,l,,,good,,431,5,0,,,,true,,,,,
6871444,house,villa,no price,for sale,3790,l,,,good,,313,4,1400,,,,true,,,,,
6872400,house,house,no price,for sale,4684,l,,,just renovated,,374,3,152,,,,true,,,,,
6873318,house,house,no price,for sale,8000,xl,,1908,good,,328,4,195,,,,true,,,,,
6873436,apartment,apartment,no price,for sale,8620,m,hyper equipped,1976,,electric,264,2,,,true,,,,,,,
6873510,land unit,building land unit,no price,for sale,8500,m,,,,,,,434,,,,,,,,,
6873511,land unit,building land unit,no price,for sale,8500,m,,,,,,,434,,,,,,,,,
6873675,house,house,no price,for sale,4031,l,,,,,405,3,256,,,200,true,,,,,
6874011,apartment,apartment,no price,for sale,9450,m,,2012,as new,,127,1,,,,,true,,,,,
6874500,house group,house group,no price,for sale,8800,xl,,,,,,,,,,,,,,,,
6874504,house unit,house unit,no price,for sale,8800,xl,,,,,,3,103,,,,,,,,,
6874506,house unit,house unit,no price,for sale,8800,xl,,,,,,3,117,,,,,,,,,
6874509,house unit,house unit,no price,for sale,8800,xl,,,,,,3,102,,,,,,,,,
6874514,house unit,house unit,no price,for sale,8800,xl,,,,,,3,127,,,,,,,,,
6876684,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6876685,apartment unit,penthouse unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6876687,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6876688,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6876689,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6876692,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6876693,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6876694,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6876695,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6876697,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6876698,apartment unit,penthouse unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6876700,apartment unit,ground floor unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6876701,apartment unit,ground floor unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6876702,apartment unit,ground floor unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6876703,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6876708,apartment unit,penthouse unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6876767,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6876775,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6876777,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6876778,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6876781,apartment unit,apartment unit,no price,for sale,8800,xl,,,,,,3,,,,,true,,,,,
6876782,apartment unit,ground floor unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6876783,apartment unit,ground floor unit,no price,for sale,8800,xl,,,,,,1,,,,,true,,,,,
6876784,apartment unit,ground floor unit,no price,for sale,8800,xl,,,,,,2,,,,,true,,,,,
6879338,house,house,no price,for sale,9090,m,installed,1978,good,gas,320,2,410,,,,,,,,,
6879347,house,villa,no price,for sale,4671,l,,2000,as new,,208,4,1750,,,,true,,,,,
6880607,house group,house group,no price,for sale,3300,xl,,,,,,,,,,,,,,,,
6880608,apartment group,apartment group,no price,for sale,3300,xl,,,,,,,,,,,,,,,,
6880609,house unit,house unit,no price,for sale,3300,xl,,,,,,3,182,,,,true,,,,,
6880610,house unit,house unit,no price,for sale,3300,xl,,,,,,3,175,,,,true,,,,,
6880611,house unit,house unit,no price,for sale,3300,xl,,,,,,3,173,,,,true,,,,,
6880612,house unit,house unit,no price,for sale,3300,xl,,,,,,3,209,,,,true,,,,,
6880613,house unit,house unit,no price,for sale,3300,xl,,,,,,3,121,,,,true,,,,,
6880614,house unit,house unit,no price,for sale,3300,xl,,,,,,4,126,,,,true,,,,,
6880615,house unit,house unit,no price,for sale,3300,xl,,,,,,3,121,,,,true,,,,,
6880616,house unit,house unit,no price,for sale,3300,xl,,,,,,3,121,,,,true,,,,,
6880617,house unit,house unit,no price,for sale,3300,xl,,,,,,3,126,,,,true,,,,,
6880619,house unit,house unit,no price,for sale,3300,xl,,,,,,3,126,,,,true,,,,,
6880620,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880621,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880622,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880623,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,72,true,,,,,
6880624,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,3,,,,,true,,,,,
6880625,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,42,true,,,,,
6880626,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880627,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880628,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880629,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880630,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880631,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880632,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,1,,,,,true,,,,,
6880633,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880634,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,3,,,,,true,,,,,
6880635,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880636,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880637,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880638,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880639,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880640,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880641,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,true,,,,,
6880642,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,,,,,,
6880643,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,,,,,,
6880644,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,,,,,,
6880645,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,,,,,,
6880646,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,,,,,,
6880647,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,,,,,,
6880648,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,,,,,,
6880649,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,1,,,,,,,,,,
6880650,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,,,,,,
6880651,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,,,,,,
6880652,apartment unit,apartment unit,no price,for sale,3300,xl,,,,,,2,,,,,,,,,,
6881205,house,house,no price,for sale,9070,m,,1965,good,fueloil,414,4,858,,,,,,,,,
6881714,house,bungalow,no price,for sale,4300,l,installed,1984,as new,fueloil,415,3,554,,,,true,,,,,
6883339,commercial,hotel restaurant cafe,475000,for sale,1790,l,,,good,,191,,1483,,,,,,,,,
6883556,house,house,no price,for sale,8490,xl,installed,,to be done up,gas,670,3,489,,true,,true,,,,,
6887167,industry,industrial premises,no price,for sale,9100,xl,,,,,,,240,,,,,,,,,
6887491,house,house,no price,for sale,7740,m,installed,,,fueloil,364,6,79356,,true,,,true,true,,,
6888471,apartment group,apartment group,no price,for sale,8300,m,,,,,,,,,,,,,,,,
6888474,apartment unit,apartment unit,no price,for sale,8300,m,,2018,as new,,,3,,,true,,true,,,,,
6888475,apartment unit,apartment unit,no price,for sale,8300,m,,2019,as new,,,3,,,true,,true,,,,,
6888479,apartment unit,apartment unit,no price,for sale,8300,m,,2019,as new,,,3,,,true,,true,,,,,
6888480,apartment unit,duplex unit,no price,for sale,8300,m,,2018,as new,,,3,,,true,,true,,,,,
6891554,land,building land,36000,for sale,6140,l,,,,,,,286,,,,,,,,,
6892433,land,building land,35500,for sale,6642,xl,,,,,,,613,,,,,,,,,
6893502,house,villa,no price,for sale,3550,l,installed,1973,as new,gas,331,5,3332,,true,1735,true,true,,,,
6894450,apartment,apartment,no price,for sale,8370,xl,,,just renovated,,289,2,,,,,,,,,,
6896983,house,house,no price,for sale,1703,xl,installed,,as new,,321,3,8000,,,,true,,,,,
6899904,land,building land,no price,for sale,2223,m,,,,,,,280,,,,,,,,,
6899906,land,building land,no price,for sale,2223,m,,,,,,,549,,,,,,,,,
6900086,land,forest,150000,for sale,6280,m,,,,,,,5191,,,,,,,,,
6900523,house,house,no price,for sale,3400,l,semi equipped,,to renovate,gas,988,3,388,,true,,,,,,,
6900883,commercial,business,350000,for sale,3890,m,,,,gas,659,,0,,,,,,,,,
6901185,house,house,no price,for sale,1501,xl,,,,,279,4,0,,,,,,,,,
6901188,house,house,no price,for sale,8310,xl,,,good,,324,3,0,,,,,,,,,
6902345,house,villa,2995000,for sale,84220,m,hyper equipped,,just renovated,,,5,3360,,true,,true,true,true,,,
6902756,house,other property,1500000,for sale,1370,m,,,,,,18,1800,,,,,,,,,
6903056,house,villa,no price,for sale,8300,l,,,good,,477,3,467,,true,,true,true,,,,
6903374,land,building land,no price,for sale,2223,m,,,,,,,336,,,,,,,,,
6903586,apartment,duplex,no price,for sale,4600,l,,,as new,,173,3,,,,,true,,,,,
6905757,land,building land,1200000,for sale,7700,m,,,,,,,6365,,,,,,,,,
6907892,apartment,apartment,no price,for sale,8420,xl,,2002,as new,,343,1,,,,,,,,,,
6911524,house,house,no price,for sale,4432,l,,1985,as new,,469,4,775,,,,true,,,,,
6912660,commercial,mixed use building commercial,440000,for sale,7700,xl,semi equipped,,to be done up,gas,345,,355,,,,true,true,,,,
6915057,apartment group,apartment group,no price,for sale,4430,xl,,,,,,,,,,,,,,,,
6915058,apartment unit,ground floor unit,no price,for sale,4430,xl,,2017,as new,,,2,,,,,true,,,,,
6915059,apartment unit,apartment unit,no price,for sale,4430,xl,,2017,as new,,,2,,,,,true,,,,,
6915060,apartment unit,apartment unit,no price,for sale,4430,xl,,2017,as new,,,2,,,,,true,,,,,
6915061,apartment unit,apartment unit,no price,for sale,4430,xl,,2017,as new,,,1,,,,,true,,,,,
6915062,apartment unit,apartment unit,no price,for sale,4430,xl,,2017,as new,,,1,,,,,true,,,,,
6915404,house,house,no price,for sale,1742,m,semi equipped,1974,good,gas,463,4,781,true,,,true,,,,,
6917108,house group,house group,270000 - 270000,for sale,4430,xl,,,,,,,,,,,,,,,,1
6917109,house unit,house unit,no price,for sale,4430,xl,,2017,as new,,,3,0,true,,443,true,,,,,
6917110,house unit,house unit,no price,for sale,4430,xl,,2017,as new,,,3,0,true,,338,true,,,,,
6917111,house unit,house unit,270000,for sale,4430,xl,,2017,as new,,,3,0,true,,376,true,,,,,1
6917112,house unit,house unit,no price,for sale,4430,xl,,2017,as new,,,4,0,true,,530,true,true,,,,
6917113,house unit,house unit,no price,for sale,4430,xl,,2017,as new,,,3,0,true,,278,true,,,,,
6917114,house unit,house unit,no price,for sale,4430,xl,,2017,as new,,,3,0,true,,282,true,,,,,
6917115,house unit,house unit,no price,for sale,4430,xl,,2017,as new,,,3,0,true,,311,true,,,,,
6917682,house,house,no price,for sale,8370,xl,,,as new,,463,3,66,,,,,,,,,
6917690,apartment,flat studio,no price,for sale,8620,m,installed,1979,as new,gas,187,0,,,,,true,,,,,
6918323,garage,lock up garage,20000,for sale,8370,m,,,,,,,,,,,,,,,,
6919353,apartment,apartment,no price,for sale,8420,xl,,1997,as new,electric,595,3,,,,,true,,,,,
6919679,house,house,no price,for sale,9420,m,hyper equipped,,as new,gas,153,5,373,true,true,,true,,,,,
6920431,house,house,no price,for sale,4987,l,,,good,,773,3,1457,,,,true,,,,,
6923569,apartment,apartment,no price,for sale,8620,m,installed,2002,as new,electric,214,2,,,true,,,,,,,
6923571,apartment,apartment,no price,for sale,8620,m,,1978,as new,gas,111,1,,,,,true,,,,,
